ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Curaçao,  ,2022,Out,19,,,,,,-,,152,,
2,Panama,"DEN 1,2",2022,Out,19,78.989667049,0.344431688,0.115,688,1,19,19.80,4398,3,871
6,Virgin Islands (UK),  ,2022,Out,19,100,18.181818182,,11,,19,28.95,38,2,11
3,Ecuador,  ,2022,Out,19,100,0.576401447,0.068,8848,6,19,49.46,17888,51,8848
1,Canada,  ,2022,Out,19,,,,0,0,19,,0,0,0
2,Costa Rica,"DEN 1,2",2022,Out,19,6.233988044,0,0.000,73,0,19,22.79,5139,0,1171
6,Montserrat,  ,2022,Out,19,0,0,,0,,16,20.00,5,0,1
4,Chile,  ,2022,Out,19,,,,0,0,8,0.00,19212,0,0
6,Cayman Islands,  ,2022,Out,19,0,0,,0,,19,3.17,63,0,2
6,Haiti,  ,2022,Out,19,0.066269052,0,0.000,1,0,13,13.07,11542,0,1509
2,Mexico,"DEN 1,2,3,4",2022,Out,19,12.810052219,0.734334204,0.065,785,4,19,4.70,130262,45,6128
6,Trinidad and Tobago,  ,2022,Out,19,7.142857143,0,,1,,16,1.00,1403,0,14
6,Aruba,  ,2022,Out,19,100,0,0.000,2,0,16,1.65,121,0,2
4,Paraguay,"DEN 1,2",2022,Out,19,4.364246748,0,0.000,104,0,19,33.01,7220,0,2383
6,Saint Kitts and Nevis,  ,2022,Out,19,0,0,0.000,0,0,19,1.85,54,0,1
6,Saint Martin,  ,2022,Out,19,,,,,,-,,33,,
6,Virgin Islands (US),  ,2022,Out,19,,,,0,0,19,0.00,106,0,0
4,Argentina,"DEN 1,2",2022,Out,19,100,0,0.000,668,0,19,1.46,45606,0,668
2,Belize,  ,2022,Out,19,,,,0,0,16,0.00,405,0,0
6,Saint Barthelemy,  ,2022,Out,19,,,,,,-,,7,,
6,Guyana,  ,2022,Out,19,100,0,0.000,157,0,16,19.87,790,0,157
6,Antigua and Barbuda,  ,2022,Out,19,0,0,0.000,0,0,19,4.04,99,0,4
3,Bolivia,"DEN 1,2",2022,Out,19,37.775891341,0.282965478,0.071,2670,5,19,59.73,11833,20,7068
2,Nicaragua,"DEN 1,2,3,4",2022,Out,19,1.251455180,0.021827707,0.000,172,0,19,205.07,6702,3,13744
3,Peru,"DEN 1,2",2022,Out,19,81.568579168,0.337355331,0.135,33125,55,19,121.74,33359,137,40610
1,United States of America,  ,2022,Out,19,100,0,0.000,62,0,19,0.02,332915,0,62
4,Uruguay,  ,2022,Out,19,,,,,,-,,3485,,
3,Andean Subregion,  ,2022,In,19,70.828426604,0.742409503,0.102,55334,80,-,54.61,143051,580,78124
4,Southern Cone,  ,2022,In,19,58.216893598,0.066134818,0.051,854748,746,-,507.13,289516,971,1468213
6,Bahamas,  ,2022,Out,19,,,,,,-,,397,,
4,Brazil,"DEN 1,2,4",2022,Out,19,58.285431918,0.066272535,0.051,853976,746,19,684.68,213993,971,1465162
2,El Salvador,"DEN 1,2,3,4",2022,Out,19,0.623105423,0.117884810,0.000,37,0,19,91.09,6519,7,5938
3,Colombia,"DEN 1,2,3,4",2022,Out,19,53.340318316,1.826073941,0.060,10691,12,19,39.10,51266,366,20043
6,Barbados,  ,2022,Out,19,0,,0.000,0,0,19,4.97,302,,15
6,Grenada,  ,2022,Out,19,79.166666667,3.333333333,0.000,95,0,19,105.26,114,4,120
6,Bermuda,  ,2022,Out,19,,,,0,0,19,0.00,72,0,0
5,Puerto Rico,"DEN 1,2",2022,Out,19,80.281690141,2.112676056,0.000,114,0,19,5.02,2828,3,142
3,Venezuela,"DEN 1,2,4",2022,Out,19,,0.385852090,0.129,,2,19,5.42,28705,6,1555
5,Latin Caribbean,  ,2022,In,19,6.458923513,4.759206799,0.453,114,8,-,7.03,25099,84,1765
6,Guadeloupe,  ,2022,Out,19,,,,,,-,,400,,
6,Saint Lucia,  ,2022,Out,19,100,0,0.000,3,0,19,1.80,167,0,3
6,Saint Vincent and the Grenadines,  ,2022,Out,19,100,0,,12,,19,11.88,101,0,12
6,"Bonaire, Saint Eustatius and Saba",  ,2022,Out,19,,,,,,-,,26,,
6,Suriname,  ,2022,Out,19,100,0,0.000,2,0,19,0.34,592,0,2
6,Turks and Caicos Islands,  ,2022,Out,19,,,,0,0,19,0.00,57,0,0
6,Martinique,  ,2022,Out,19,,,,,,-,,375,,
6,Jamaica,  ,2022,Out,19,0,0,0.000,0,0,19,0.30,2973,0,9
5,Dominican Republic,DEN 2,2022,Out,19,,4.990757856,0.493,,8,19,14.82,10954,81,1623
2,Central America Ithsmus and Mexico,  ,2022,In,19,6.141197812,0.512010299,0.026,2099,9,-,18.81,181738,175,34179
2,Honduras,"DEN 1,2,4",2022,Out,19,,2.136498516,0.020,,1,19,50.23,10063,108,5055
6,Non-Latin Caribbean,  ,2022,In,19,15.228966986,0.319488818,0.000,286,0,-,9.19,20433,6,1878
7,The Americas,  ,2022,In,19,57.608313487,0.114630471,0.053,912643,843,-,159.58,992752,1816,1584221
6,Sint Maarten,  ,2022,Out,19,,,,,,-,,45,,
5,Cuba,  ,2022,Out,19,,,,,,-,,11317,,
6,Anguilla,  ,2022,Out,19,,,,,,-,,18,,
6,Dominica,  ,2022,Out,19,12.5,0,0.000,2,0,19,21.33,75,0,16
6,French Guiana,  ,2022,Out,19,,,,,,-,,306,,
1,North America,  ,2022,In,19,100,0,0.000,62,0,-,0.02,332915,0,62
2,Guatemala,"DEN 1,2,3,4",2022,Out,19,27.044025157,0.707547170,0.236,344,3,19,6.97,18250,9,1272
