ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
2,Nicaragua,"DEN 1,2,3,4",2022,Out,18,1.250874058,0.023308212,0.000,161,0,18,192.05,6702,3,12871
4,Uruguay,  ,2022,Out,18,,,,,,-,,3485,,
6,Antigua and Barbuda,  ,2022,Out,18,0,0,0.000,0,0,18,4.04,99,0,4
3,Peru,"DEN 1,2",2022,Out,18,82.403113172,0.346500347,0.141,30916,53,18,112.47,33359,130,37518
4,Southern Cone,  ,2022,In,18,58.720470597,0.063170910,0.052,783610,693,-,460.93,289516,843,1334475
6,Bahamas,  ,2022,Out,18,,,,,,-,,397,,
6,Barbados,  ,2022,Out,18,0,,0.000,0,0,18,4.97,302,,15
6,Grenada,  ,2022,Out,18,84.070796460,3.539823009,0.000,95,0,18,99.12,114,4,113
3,Venezuela,"DEN 1,2,4",2022,Out,18,5.121107266,0.415224913,0.138,74,2,18,5.03,28705,6,1445
4,Brazil,"DEN 1,2,4",2022,Out,18,58.801781312,0.063296509,0.052,783138,693,18,622.37,213993,843,1331827
2,El Salvador,"DEN 1,2,3,4",2022,Out,18,0.624655521,0.091861106,0.000,34,0,18,83.49,6519,5,5443
3,Colombia,"DEN 1,2,3,4",2022,Out,18,53.405921476,1.829006651,0.064,9957,12,18,36.37,51266,341,18644
5,Latin Caribbean,  ,2022,In,18,6.491120637,5.143906920,0.490,106,8,-,6.51,25099,84,1633
6,Guadeloupe,  ,2022,Out,18,,,,,,-,,400,,
6,Saint Lucia,  ,2022,Out,18,100,0,0.000,3,0,18,1.80,167,0,3
6,Saint Vincent and the Grenadines,  ,2022,Out,18,100,0,,12,,18,11.88,101,0,12
6,"Bonaire, Saint Eustatius and Saba",  ,2022,Out,18,,,,,,-,,26,,
6,Jamaica,  ,2022,Out,18,0,0,0.000,0,0,18,0.30,2973,0,9
6,Turks and Caicos Islands,  ,2022,Out,18,,,,0,0,18,0.00,57,0,0
6,Martinique,  ,2022,Out,18,,,,,,-,,375,,
5,Dominican Republic,DEN 2,2022,Out,18,,5.403602402,0.534,,8,18,13.68,10954,81,1499
6,Suriname,  ,2022,Out,18,100,0,0.000,2,0,18,0.34,592,0,2
2,Central America Ithsmus and Mexico,  ,2022,In,18,6.012678288,0.507131537,0.025,1897,8,-,17.36,181738,160,31550
2,Honduras,"DEN 1,2,4",2022,Out,18,,2.186495177,,,,18,46.36,10063,102,4665
6,Non-Latin Caribbean,  ,2022,In,18,15.285943346,0.320684126,0.000,286,0,-,9.16,20433,6,1871
7,The Americas,  ,2022,In,18,58.091258397,0.113308476,0.055,837723,787,-,145.26,992752,1634,1442081
6,Virgin Islands (UK),  ,2022,Out,18,100,18.181818182,,11,,18,28.95,38,2,11
6,Sint Maarten,  ,2022,Out,18,,,,,,-,,45,,
3,Andean Subregion,  ,2022,In,18,71.406894459,0.746278951,0.108,51765,78,-,50.68,143051,541,72493
5,Cuba,  ,2022,Out,18,,,,,,-,,11317,,
6,Anguilla,  ,2022,Out,18,,,,,,-,,18,,
6,Dominica,  ,2022,Out,18,12.5,0,0.000,2,0,18,21.33,75,0,16
6,French Guiana,  ,2022,Out,18,,,,,,-,,306,,
1,North America,  ,2022,In,18,100,0,0.000,59,0,-,0.02,332915,0,59
3,Ecuador,  ,2022,Out,18,100,0.557508181,0.073,8251,6,18,46.13,17888,46,8251
