ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Curaçao,  ,2022,Out,27,,,,,,-,,152,,
6,Cayman Islands,  ,2022,Out,27,0,0,,0,,27,3.17,63,0,2
2,Mexico,"DEN 1,2,3,4",2022,Out,27,13.907661663,0.519314221,0.036,1955,5,27,10.79,130262,73,14057
6,Virgin Islands (UK),  ,2022,Out,27,100,18.181818182,,11,,20,28.95,38,2,11
2,Guatemala,"DEN 1,2,3,4",2022,Out,27,28.886844526,0.490647041,0.215,942,7,27,17.87,18250,16,3261
6,Haiti,  ,2022,Out,27,0.060313631,0,0.000,2,0,26,28.73,11542,0,3316
6,Trinidad and Tobago,  ,2022,Out,27,6.25,0,,1,,20,1.14,1403,0,16
4,Chile,  ,2022,Out,27,,,,0,0,8,0.00,19212,0,0
1,Canada,  ,2022,Out,27,,,,0,0,27,,0,0,0
2,Costa Rica,"DEN 1,2",2022,Out,27,5.031918888,0,0.000,134,0,27,51.82,5139,0,2663
6,Montserrat,  ,2022,Out,27,0,0,,0,,20,60.00,5,0,3
2,Panama,"DEN 1,2",2022,Out,27,80.258679374,0.272294078,0.034,2358,1,27,66.80,4398,8,2938
6,Saint Kitts and Nevis,  ,2022,Out,27,0,0,0.000,0,0,27,1.85,54,0,1
6,Aruba,  ,2022,Out,27,33.333333333,0,0.000,2,0,27,4.96,121,0,6
6,Sint Maarten,  ,2022,Out,27,,,,,,-,,45,,
4,Paraguay,"DEN 1,2",2022,Out,27,5.550082102,0.459770115,0.000,169,0,27,42.17,7220,14,3045
6,Saint Martin,  ,2022,Out,27,0,0,0.000,0,0,27,75.76,33,0,25
2,Belize,  ,2022,Out,27,,,,0,0,16,0.00,405,0,0
3,Venezuela,"DEN 1,2,4",2022,Out,27,14.829881657,0.332840237,0.074,401,2,27,9.42,28705,9,2704
6,Antigua and Barbuda,  ,2022,Out,27,0,0,0.000,0,0,27,4.04,99,0,4
6,Guyana,  ,2022,Out,27,100,0,0.000,157,0,16,19.87,790,0,157
3,Peru,"DEN 1,2",2022,Out,27,77.721981283,0.325268204,0.124,40860,65,27,157.59,33359,171,52572
4,Uruguay,  ,2022,Out,27,24.137931034,0,0.000,7,0,20,0.83,3485,0,29
6,Saint Barthelemy,  ,2022,Out,27,1.149425287,0,0.000,1,0,27,"1,242.86",7,0,87
3,Bolivia,"DEN 1,2",2022,Out,27,34.152361719,0.347806575,0.056,3044,5,27,75.32,11833,31,8913
2,Nicaragua,"DEN 1,2,3,4",2022,Out,27,1.783144091,0.023988486,0.000,446,0,27,373.20,6702,6,25012
1,United States of America,  ,2022,Out,27,100,0,0.000,104,0,27,0.03,332915,0,104
4,Southern Cone,  ,2022,In,27,54.275990048,0.065215523,0.044,1061126,865,-,675.28,289516,1275,1955056
6,Bahamas,  ,2022,Out,27,,,,,,-,,397,,
6,Grenada,  ,2022,Out,27,60.897435897,2.564102564,0.000,95,0,27,136.84,114,4,156
2,El Salvador,"DEN 1,2,3,4",2022,Out,27,0.809170600,0.077063867,0.000,84,0,27,159.24,6519,8,10381
4,Argentina,"DEN 1,2",2022,Out,27,100,0,0.000,732,0,21,1.61,45606,0,732
6,Bermuda,  ,2022,Out,27,,,,0,0,27,0.00,72,0,0
6,Barbados,  ,2022,Out,27,0,,0.000,0,0,21,4.97,302,,15
4,Brazil,"DEN 1,2,4",2022,Out,27,54.335323511,0.064625240,0.044,1060218,865,27,911.83,213993,1261,1951250
3,Colombia,"DEN 1,2,3,4",2022,Out,27,55.705756798,1.893154329,0.059,18008,19,27,63.06,51266,612,32327
5,Puerto Rico,"DEN 1,2",2022,Out,27,81.176470588,4.117647059,0.000,138,0,27,6.01,2828,7,170
5,Latin Caribbean,  ,2022,In,27,51.651749390,2.262001627,0.244,3174,15,-,24.48,25099,139,6145
6,Saint Lucia,  ,2022,Out,27,100,0,0.000,10,0,27,5.99,167,0,10
6,"Bonaire, Saint Eustatius and Saba",  ,2022,Out,27,,,,,,-,,26,,
6,Saint Vincent and the Grenadines,  ,2022,Out,27,100,0,,12,,27,11.88,101,0,12
6,Martinique,  ,2022,Out,27,4.090909091,0,0.000,9,0,27,58.67,375,0,220
6,Jamaica,  ,2022,Out,27,0,0,0.000,0,0,27,1.24,2973,0,37
6,Turks and Caicos Islands,  ,2022,Out,27,,,,0,0,27,0.00,57,0,0
5,Dominican Republic,DEN 2,2022,Out,27,,3.878870364,0.476,,14,27,26.83,10954,114,2939
6,Guadeloupe,  ,2022,Out,27,0,0,0.000,0,0,27,60.00,400,0,240
6,Suriname,  ,2022,Out,27,100,0,0.000,2,0,22,0.34,592,0,2
2,Central America Ithsmus and Mexico,  ,2022,In,27,8.506143565,0.479988503,0.024,5919,17,-,38.29,181738,334,69585
6,Non-Latin Caribbean,  ,2022,In,27,7.011070111,0.138376384,0.000,304,0,-,21.22,20433,6,4336
2,Honduras,"DEN 1,2,4",2022,Out,27,,1.978177947,0.035,,4,27,112.02,10063,223,11273
1,North America,  ,2022,In,27,100,0,0.000,104,0,-,0.03,332915,0,104
6,Virgin Islands (US),  ,2022,Out,27,,,,0,0,27,0.00,106,0,0
7,The Americas,  ,2022,In,27,53.417475221,0.124198053,0.047,1145354,998,-,215.98,992752,2663,2144156
3,Ecuador,  ,2022,Out,27,100,0.692766232,0.081,12414,10,27,69.40,17888,86,12414
3,Andean Subregion,  ,2022,In,27,68.600936381,0.834480859,0.093,74727,101,-,76.15,143051,909,108930
5,Cuba,"DEN 1,2,3,4",2022,Out,27,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
6,Dominica,  ,2022,Out,27,12.5,0,0.000,2,0,27,21.33,75,0,16
6,Anguilla,  ,2022,Out,27,,,,,,-,,18,,
6,French Guiana,  ,2022,Out,27,,,,,,-,,306,,
