ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
4,Chile,  ,2022,Out,31,,,,0,0,8,0.00,19212,0,0
6,"Bonaire, Saint Eustatius and Saba",  ,2022,Out,31,,,,,,-,,26,,
6,Martinique,  ,2022,Out,31,4.090909091,0,0.000,9,0,27,58.67,375,0,220
6,Aruba,  ,2022,Out,31,33.333333333,0,0.000,2,0,31,4.96,121,0,6
4,Paraguay,"DEN 1,2",2022,Out,31,4.273504274,0.366300366,0.000,175,0,31,56.72,7220,15,4095
6,Saint Kitts and Nevis,  ,2022,Out,31,0,0,0.000,0,0,31,1.85,54,0,1
6,Saint Martin,  ,2022,Out,31,0,0,0.000,0,0,27,75.76,33,0,25
6,Guadeloupe,  ,2022,Out,31,0,0,0.000,0,0,27,60.00,400,0,240
6,Jamaica,  ,2022,Out,31,0,0,0.000,0,0,31,1.38,2973,0,41
6,Turks and Caicos Islands,  ,2022,Out,31,,,,0,0,31,0.00,57,0,0
4,Argentina,"DEN 1,2",2022,Out,31,100,0,0.000,814,0,31,1.78,45606,0,814
2,Belize,  ,2022,Out,31,,,,0,0,16,0.00,405,0,0
6,Suriname,  ,2022,Out,31,100,0,0.000,2,0,22,0.34,592,0,2
5,Dominican Republic,DEN 2,2022,Out,31,,3.622621840,0.521,,20,31,35.03,10954,139,3837
3,Colombia,"DEN 1,2,3,4",2022,Out,31,57.818453300,1.917928123,0.059,22459,23,31,75.77,51266,745,38844
6,Bermuda,  ,2022,Out,31,,,,0,0,31,0.00,72,0,0
5,Puerto Rico,"DEN 1,2,3",2022,Out,31,83.419689119,4.663212435,0.000,161,0,31,6.82,2828,9,193
3,Venezuela,"DEN 1,2,4",2022,Out,31,,,,,,31,12.20,28705,,3501
1,North America,  ,2022,In,31,100,0,0.000,222,0,-,0.07,332915,0,222
6,Non-Latin Caribbean,  ,2022,In,31,7.299440299,0.046641791,0.000,313,0,-,20.99,20433,2,4288
7,The Americas,  ,2022,In,31,52.083757816,0.129364856,0.045,1186093,1034,-,229.39,992752,2946,2277280
6,Anguilla,  ,2022,Out,31,,,,,,-,,18,,
6,French Guiana,  ,2022,Out,31,,,,,,-,,306,,
2,Central America Ithsmus and Mexico,  ,2022,In,31,9.689272821,0.452337975,0.024,9018,22,-,51.21,181738,421,93072
6,Curaçao,  ,2022,Out,31,,,,,,-,,152,,
2,Guatemala,"DEN 1,2,3,4",2022,Out,31,26.510766381,0.393609632,0.162,1145,7,31,23.67,18250,17,4319
2,Panama,"DEN 1,2",2022,Out,31,78.947368421,0.185032895,0.021,3840,1,31,110.60,4398,9,4864
6,Virgin Islands (UK),  ,2022,Out,31,100,18.181818182,,11,,20,28.95,38,2,11
3,Ecuador,  ,2022,Out,31,100,0.680526473,0.082,13372,11,31,74.75,17888,91,13372
1,Canada,  ,2022,Out,31,,,,0,0,31,,0,0,0
2,Costa Rica,"DEN 1,2",2022,Out,31,4.590163934,0.109289617,0.000,168,0,31,71.22,5139,4,3660
6,Haiti,  ,2022,Out,31,0.060313631,0,0.000,2,0,26,28.73,11542,0,3316
6,Trinidad and Tobago,  ,2022,Out,31,6.25,0,,1,,20,1.14,1403,0,16
6,Cayman Islands,  ,2022,Out,31,0,0,,0,,31,3.17,63,0,2
2,Mexico,"DEN 1,2,3,4",2022,Out,31,14.763048701,0.529591614,0.044,2704,8,31,14.06,130262,97,18316
6,Montserrat,  ,2022,Out,31,0,0,,0,,20,60.00,5,0,3
5,Latin Caribbean,  ,2022,In,31,45.244834418,2.349278234,0.297,3197,21,-,28.15,25099,166,7066
3,Bolivia,"DEN 1,2",2022,Out,31,32.179966750,0.342892768,0.073,3097,7,31,81.33,11833,33,9624
6,Guyana,  ,2022,Out,31,100,0,0.000,157,0,16,19.87,790,0,157
4,Uruguay,  ,2022,Out,31,24.137931034,0,0.000,7,0,20,0.83,3485,0,29
2,Nicaragua,"DEN 1,2,3,4",2022,Out,31,3.096260847,0.017297547,0.000,1074,0,31,517.56,6702,6,34687
6,Saint Lucia,  ,2022,Out,31,100,0,0.000,10,0,31,5.99,167,0,10
3,Peru,"DEN 1,2",2022,Out,31,76.510030626,0.329823671,0.129,42219,71,31,165.42,33359,182,55181
6,Saint Barthelemy,  ,2022,Out,31,1.149425287,0,0.000,1,0,27,"1,242.86",7,0,87
1,United States of America,  ,2022,Out,31,100,0,0.000,222,0,31,0.07,332915,0,222
6,Saint Vincent and the Grenadines,  ,2022,Out,31,100,0,,12,,31,11.88,101,0,12
6,Antigua and Barbuda,  ,2022,Out,31,0,0,0.000,0,0,31,4.04,99,0,4
3,Andean Subregion,  ,2022,In,31,67.329616170,0.872039960,0.093,81147,112,-,84.25,143051,1051,120522
4,Southern Cone,  ,2022,In,31,53.223072837,0.063641813,0.043,1092196,879,-,708.81,289516,1306,2052110
6,Bahamas,  ,2022,Out,31,,,,,,-,,397,,
4,Brazil,"DEN 1,2,3,4",2022,Out,31,53.302800156,0.063062605,0.043,1091200,879,31,956.65,213993,1291,2047172
2,El Salvador,"DEN 1,2,3,4",2022,Out,31,0.700088517,0.080469944,0.000,87,0,31,190.63,6519,10,12427
2,Honduras,"DEN 1,2,4",2022,Out,31,,1.878505304,0.041,,6,31,147.06,10063,278,14799
6,Virgin Islands (US),  ,2022,Out,31,,,,0,0,31,0.00,106,0,0
6,Sint Maarten,  ,2022,Out,31,,,,,,-,,45,,
5,Cuba,"DEN 1,2,3,4",2022,Out,31,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
6,Dominica,  ,2022,Out,31,12.5,0,0.000,2,0,31,21.33,75,0,16
6,Grenada,  ,2022,Out,31,100,0,,104,,28,91.23,114,0,104
6,Barbados,  ,2022,Out,31,0,,0.000,0,0,21,4.97,302,,15
