ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Curaçao,  ,2022,Out,39,,,,,,-,,152,,
2,Mexico,"DEN 1,2,3,4",2022,Out,39,18.212409233,0.590353622,0.041,6170,14,39,26.01,130262,200,33878
6,Trinidad and Tobago,  ,2022,Out,39,7.894736842,0,,3,,36,2.71,1403,0,38
6,Virgin Islands (UK),  ,2022,Out,39,100,9.090909091,,22,,36,57.89,38,2,22
6,Cayman Islands,  ,2022,Out,39,0,0,,0,,32,3.17,63,0,2
3,Ecuador,  ,2022,Out,39,100,0.714028128,0.108,13865,15,34,77.51,17888,99,13865
2,Guatemala,"DEN 1,2,3,4",2022,Out,39,19.757536042,0.327653997,0.131,1206,8,39,33.45,18250,20,6104
6,Haiti,  ,2022,Out,39,0.060313631,0,0.000,2,0,26,28.73,11542,0,3316
1,Canada,  ,2022,Out,39,,,,0,0,39,,0,0,0
2,Costa Rica,"DEN 1,2,3,4",2022,Out,39,6.721461187,0.091324201,0.000,368,0,39,106.54,5139,5,5475
6,Montserrat,  ,2022,Out,39,0,0,,0,,36,80.00,5,0,4
2,Panama,"DEN 1,2",2022,Out,39,75.585487198,0.182016746,0.036,6229,3,39,187.38,4398,15,8241
5,Latin Caribbean,  ,2022,In,39,35.582887701,2.310160428,0.374,3327,35,-,37.25,25099,216,9350
6,Guyana,  ,2022,Out,39,100,0,0.000,157,0,16,19.87,790,0,157
4,Uruguay,  ,2022,Out,39,24.137931034,0,0.000,7,0,20,0.83,3485,0,29
6,Saint Lucia,  ,2022,Out,39,100,0,0.000,15,0,39,8.98,167,0,15
6,Saint Barthelemy,  ,2022,Out,39,1.149425287,0,0.000,1,0,27,"1,242.86",7,0,87
6,Saint Vincent and the Grenadines,  ,2022,Out,39,100,0,,12,,32,11.88,101,0,12
3,Peru,"DEN 1,2",2022,Out,39,74.082144744,0.321909667,0.125,44876,76,39,181.59,33359,195,60576
1,United States of America,  ,2022,Out,39,100,1.153212521,0.000,607,0,39,0.18,332915,7,607
2,Nicaragua,"DEN 1,2,3,4",2022,Out,39,3.793867628,0.026461152,0.000,2294,0,39,902.21,6702,16,60466
6,Antigua and Barbuda,  ,2022,Out,39,0,0,0.000,0,0,36,4.04,99,0,4
3,Bolivia,"DEN 1,2",2022,Out,39,30.567811241,0.374064838,0.067,3187,7,38,88.11,11833,39,10426
4,Southern Cone,  ,2022,In,39,52.051447493,0.062744269,0.042,1112468,898,-,738.21,289516,1341,2137247
6,Bahamas,  ,2022,Out,39,,,,,,-,,397,,
6,Grenada,  ,2022,Out,39,100,0,,104,,32,91.23,114,0,104
2,Honduras,"DEN 1,2,4",2022,Out,39,,1.804670913,0.035,,7,38,196.58,10063,357,19782
6,Virgin Islands (US),  ,2022,Out,39,,,,0,0,39,0.00,106,0,0
6,Sint Maarten,  ,2022,Out,39,,,,,,-,,45,,
5,Cuba,"DEN 1,2,3,4",2022,Out,39,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
6,Dominica,  ,2022,Out,39,12.5,0,0.000,2,0,36,21.33,75,0,16
4,Brazil,"DEN 1,2,3,4",2022,Out,39,52.141639086,0.062112530,0.042,1111459,898,37,996.11,213993,1324,2131615
2,El Salvador,"DEN 1,2,3,4",2022,Out,39,0.633248900,0.079989335,0.000,95,0,39,230.13,6519,12,15002
6,Barbados,  ,2022,Out,39,0,,0.000,0,0,21,4.97,302,,15
