ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Guyana,  ,2022,Out,41,100,0,0.000,157,0,16,19.87,790,0,157
3,Peru,"DEN 1,2",2022,Out,41,74.018670383,0.320897216,0.123,45671,76,41,184.96,33359,198,61702
4,Uruguay,  ,2022,Out,41,24.137931034,0,0.000,7,0,20,0.83,3485,0,29
4,Chile,  ,2022,Out,41,,,,0,0,8,0.00,19212,0,0
4,Paraguay,"DEN 1,2",2022,Out,41,8.938814532,0.860420650,0.000,187,0,41,28.98,7220,18,2092
6,Saint Martin,  ,2022,Out,41,0,0,0.000,0,0,27,75.76,33,0,25
6,Saint Barthelemy,  ,2022,Out,41,1.149425287,0,0.000,1,0,27,"1,242.86",7,0,87
1,United States of America,  ,2022,Out,41,100,1.492537313,0.000,804,0,41,0.24,332915,12,804
2,Nicaragua,"DEN 1,2,3,4",2022,Out,41,4.218033470,0.031266750,0.000,2833,0,41,"1,002.15",6702,21,67164
6,Aruba,  ,2022,Out,41,33.333333333,0,0.000,2,0,36,4.96,121,0,6
6,Sint Maarten,  ,2022,Out,41,,,,,,-,,45,,
6,Saint Vincent and the Grenadines,  ,2022,Out,41,100,0,,12,,32,11.88,101,0,12
6,Antigua and Barbuda,  ,2022,Out,41,0,0,0.000,0,0,36,4.04,99,0,4
3,Bolivia,"DEN 1,2",2022,Out,41,30.567811241,0.374064838,0.067,3187,7,38,88.11,11833,39,10426
4,Argentina,"DEN 1,2",2022,Out,41,100,0,0.000,815,0,36,1.79,45606,0,815
4,Southern Cone,  ,2022,In,41,52.273993039,0.063244652,0.043,1142273,929,-,754.76,289516,1382,2185165
6,Bahamas,  ,2022,Out,41,,,,,,-,,397,,
6,Grenada,  ,2022,Out,41,42.975206612,2.892561983,0.000,104,0,41,212.28,114,7,242
4,Brazil,"DEN 1,2,3,4",2022,Out,41,52.298086040,0.062504898,0.043,1141264,929,40,"1,019.77",213993,1364,2182229
2,El Salvador,"DEN 1,2,3,4",2022,Out,41,0.622608470,0.084311564,0.000,96,0,41,236.52,6519,13,15419
6,Barbados,  ,2022,Out,41,0,,0.000,0,0,21,4.97,302,,15
6,"Bonaire, Saint Eustatius and Saba",  ,2022,Out,41,,,,,,-,,26,,
5,Dominican Republic,DEN 2,2022,Out,41,,2.889429266,0.558,,39,40,63.82,10954,202,6991
6,Martinique,  ,2022,Out,41,4.090909091,0,0.000,9,0,27,58.67,375,0,220
6,Jamaica,  ,2022,Out,41,0,0,0.000,0,0,39,1.98,2973,0,59
6,Turks and Caicos Islands,  ,2022,Out,41,,,,0,0,36,0.00,57,0,0
6,Guadeloupe,  ,2022,Out,41,0,0,0.000,0,0,27,60.00,400,0,240
5,Latin Caribbean,  ,2022,In,41,32.687905380,2.270125906,0.382,3427,40,-,41.77,25099,238,10484
6,Suriname,  ,2022,Out,41,100,0,0.000,2,0,22,0.34,592,0,2
6,Bermuda,  ,2022,Out,41,,,,0,0,36,0.00,72,0,0
2,Belize,  ,2022,Out,41,100,0,0.000,207,0,36,51.11,405,0,207
3,Colombia,"DEN 1,2,3,4",2022,Out,41,63.780393670,2.005017368,0.069,33051,36,41,101.08,51266,1039,51820
5,Puerto Rico,"DEN 1,2,3",2022,Out,41,85.557986871,3.938730853,0.000,391,0,41,16.16,2828,18,457
3,Venezuela,"DEN 1,2,3,4",2022,Out,41,,,,,,41,19.81,28705,,5687
2,Central America Ithsmus and Mexico,  ,2022,In,41,11.552574281,0.416057642,0.020,19048,33,-,90.72,181738,686,164881
6,Non-Latin Caribbean,  ,2022,In,41,7.383448584,0.200758421,0.000,331,0,-,21.94,20433,9,4483
1,North America,  ,2022,In,41,100,1.492537313,0.000,804,0,-,0.24,332915,12,804
7,The Americas,  ,2022,In,41,50.278900593,0.147530185,0.045,1261657,1136,-,252.76,992752,3702,2509317
3,Andean Subregion,  ,2022,In,41,66.741463415,0.958188153,0.093,95774,134,-,100.31,143051,1375,143500
6,Anguilla,  ,2022,Out,41,,,,,,-,,18,,
6,French Guiana,  ,2022,Out,41,,,,,,-,,306,,
6,Curaçao,  ,2022,Out,41,,,,,,-,,152,,
6,Trinidad and Tobago,  ,2022,Out,41,7.894736842,0,,3,,36,2.71,1403,0,38
6,Cayman Islands,  ,2022,Out,41,0,0,,0,,32,3.17,63,0,2
6,Haiti,  ,2022,Out,41,0.060313631,0,0.000,2,0,26,28.73,11542,0,3316
2,Mexico,"DEN 1,2,3,4",2022,Out,41,19.119965960,0.600705829,0.035,7639,14,41,30.67,130262,240,39953
2,Panama,"DEN 1,2",2022,Out,41,75.218953514,0.168425780,0.034,6699,3,41,202.50,4398,15,8906
6,Virgin Islands (UK),  ,2022,Out,41,100,9.090909091,,22,,36,57.89,38,2,22
3,Ecuador,  ,2022,Out,41,100,0.714028128,0.108,13865,15,34,77.51,17888,99,13865
2,Guatemala,"DEN 1,2,3,4",2022,Out,41,19.757536042,0.327653997,0.131,1206,8,39,33.45,18250,20,6104
6,Virgin Islands (US),  ,2022,Out,41,,,,0,0,41,0.00,106,0,0
6,Saint Lucia,  ,2022,Out,41,100,0,0.000,15,0,41,8.98,167,0,15
5,Cuba,"DEN 1,2,3,4",2022,Out,41,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
6,Dominica,  ,2022,Out,41,12.5,0,0.000,2,0,36,21.33,75,0,16
1,Canada,  ,2022,Out,41,,,,0,0,41,,0,0,0
2,Costa Rica,"DEN 1,2,3,4",2022,Out,41,6.403340873,0,0.000,368,0,41,111.83,5139,0,5747
6,Saint Kitts and Nevis,  ,2022,Out,41,0,0,0.000,0,0,32,1.85,54,0,1
6,Montserrat,  ,2022,Out,41,0,0,,0,,36,80.00,5,0,4
2,Honduras,"DEN 1,2,4",2022,Out,41,,1.763247743,0.037,,8,41,212.47,10063,377,21381
