ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Guyana,  ,2022,Out,44,100,0,0.000,157,0,16,19.87,790,0,157
1,United States of America,  ,2022,Out,44,100,1.425178147,0.000,842,0,42,0.25,332915,12,842
2,Nicaragua,"DEN 1,2,3,4",2022,Out,44,4.218179838,0.031316377,0.000,3098,0,43,"1,095.85",6702,23,73444
4,Chile,  ,2022,Out,44,,,,0,0,8,0.00,19212,0,0
4,Paraguay,"DEN 1,2",2022,Out,44,8.366890380,0.760626398,0.000,187,0,42,30.96,7220,17,2235
6,Saint Martin,  ,2022,Out,44,0,0,0.000,0,0,27,75.76,33,0,25
3,Peru,"DEN 1,2",2022,Out,44,73.561281002,0.317842523,0.122,45825,76,42,186.74,33359,198,62295
6,Saint Barthelemy,  ,2022,Out,44,1.149425287,0,0.000,1,0,27,"1,242.86",7,0,87
4,Uruguay,  ,2022,Out,44,31.666666667,0,0.000,19,0,43,1.72,3485,0,60
6,Aruba,  ,2022,Out,44,33.333333333,0,0.000,2,0,36,4.96,121,0,6
6,Sint Maarten,  ,2022,Out,44,,,,,,-,,45,,
6,Saint Vincent and the Grenadines,  ,2022,Out,44,100,0,,12,,32,11.88,101,0,12
6,Antigua and Barbuda,  ,2022,Out,44,0,0,0.000,0,0,36,4.04,99,0,4
3,Bolivia,"DEN 1,2",2022,Out,44,30.567811241,0.374064838,0.067,3187,7,38,88.11,11833,39,10426
4,Argentina,"DEN 1,2",2022,Out,44,100,0,0.000,815,0,36,1.79,45606,0,815
5,Puerto Rico,"DEN 1,2,3",2022,Out,44,85.294117647,3.921568627,0.000,435,0,42,18.03,2828,20,510
4,Southern Cone,  ,2022,In,44,52.270380019,0.063193857,0.043,1142285,929,-,754.82,289516,1381,2185339
6,Bahamas,  ,2022,Out,44,,,,,,-,,397,,
3,Venezuela,"DEN 1,2,3,4",2022,Out,44,25.046288504,0.286147113,0.185,1488,11,42,20.70,28705,17,5941
4,Brazil,"DEN 1,2,3,4",2022,Out,44,52.298086040,0.062504898,0.043,1141264,929,40,"1,019.77",213993,1364,2182229
2,El Salvador,"DEN 1,2,3,4",2022,Out,44,0.622608470,0.084311564,0.000,96,0,41,236.52,6519,13,15419
6,Grenada,  ,2022,Out,44,42.622950820,2.868852459,0.000,104,0,42,214.04,114,7,244
6,Barbados,  ,2022,Out,44,0,,0.000,0,0,21,4.97,302,,15
6,"Bonaire, Saint Eustatius and Saba",  ,2022,Out,44,,,,,,-,,26,,
5,Dominican Republic,DEN 2,2022,Out,44,,2.889429266,0.558,,39,40,63.82,10954,202,6991
6,Martinique,  ,2022,Out,44,4.090909091,0,0.000,9,0,27,58.67,375,0,220
6,Jamaica,  ,2022,Out,44,0,0,0.000,0,0,39,1.98,2973,0,59
6,Turks and Caicos Islands,  ,2022,Out,44,,,,0,0,36,0.00,57,0,0
6,Guadeloupe,  ,2022,Out,44,0,0,0.000,0,0,27,60.00,400,0,240
5,Latin Caribbean,  ,2022,In,44,32.941064819,2.277688147,0.380,3471,40,-,41.98,25099,240,10537
6,Suriname,  ,2022,Out,44,100,0,0.000,2,0,22,0.34,592,0,2
6,Saint Lucia,  ,2022,Out,44,100,0,0.000,15,0,42,8.98,167,0,15
6,Bermuda,  ,2022,Out,44,,,,0,0,36,0.00,72,0,0
2,Belize,  ,2022,Out,44,100,0,0.000,207,0,36,51.11,405,0,207
3,Colombia,"DEN 1,2,3,4",2022,Out,44,64.433980034,2.021096252,0.068,34208,36,42,103.56,51266,1073,53090
1,North America,  ,2022,In,44,100,1.425178147,0.000,842,0,-,0.25,332915,12,842
6,Non-Latin Caribbean,  ,2022,In,44,7.380156076,0.200668896,0.000,331,0,-,21.95,20433,9,4485
7,The Americas,  ,2022,In,44,50.207156488,0.149819063,0.045,1265743,1147,-,253.94,992752,3777,2521041
3,Andean Subregion,  ,2022,In,44,67.693332509,0.979281265,0.100,98573,145,-,101.79,143051,1426,145617
6,Anguilla,  ,2022,Out,44,,,,,,-,,18,,
6,French Guiana,  ,2022,Out,44,,,,,,-,,306,,
2,Central America Ithsmus and Mexico,  ,2022,In,44,11.618002422,0.406954386,0.019,20241,33,-,95.86,181738,709,174221
6,Curaçao,  ,2022,Out,44,,,,,,-,,152,,
1,Canada,  ,2022,Out,44,,,,0,0,42,,0,0,0
6,Trinidad and Tobago,  ,2022,Out,44,7.894736842,0,,3,,36,2.71,1403,0,38
6,Cayman Islands,  ,2022,Out,44,0,0,,0,,32,3.17,63,0,2
6,Haiti,  ,2022,Out,44,0.060313631,0,0.000,2,0,26,28.73,11542,0,3316
6,Virgin Islands (UK),  ,2022,Out,44,100,9.090909091,,22,,36,57.89,38,2,22
3,Ecuador,  ,2022,Out,44,100,0.714028128,0.108,13865,15,34,77.51,17888,99,13865
2,Guatemala,"DEN 1,2,3,4",2022,Out,44,19.757536042,0.327653997,0.131,1206,8,39,33.45,18250,20,6104
6,Virgin Islands (US),  ,2022,Out,44,,,,0,0,42,0.00,106,0,0
5,Cuba,"DEN 1,2,3,4",2022,Out,44,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
6,Dominica,  ,2022,Out,44,12.5,0,0.000,2,0,36,21.33,75,0,16
2,Costa Rica,"DEN 1,2,3,4",2022,Out,44,6.403340873,0,0.000,368,0,41,111.83,5139,0,5747
2,Mexico,"DEN 1,2,3,4",2022,Out,44,19.778780722,0.610340715,0.033,8458,14,42,32.83,130262,261,42763
6,Saint Kitts and Nevis,  ,2022,Out,44,0,0,0.000,0,0,32,1.85,54,0,1
6,Montserrat,  ,2022,Out,44,0,0,,0,,36,80.00,5,0,4
2,Panama,"DEN 1,2",2022,Out,44,74.355613805,0.163826999,0.033,6808,3,42,208.19,4398,15,9156
2,Honduras,"DEN 1,2,4",2022,Out,44,,1.763247743,0.037,,8,41,212.47,10063,377,21381
